D [mm],coax_inside [mm],QCOAX_D [mm],Freq [GHz],"dB(S(1,1)) []","dB(S(2,1)) []","ang_deg(S(1,1)) [deg]","ang_deg(S(2,1)) [deg]"
0.15,0.35,0.75,37.65,-5.803978533,-2.25496662,-69.19286613,22.22028593
0.15,0.35,0.75,37.7,-5.813471813,-2.243474338,-71.14374024,20.17522717
0.15,0.35,0.75,37.75,-5.822960124,-2.233171665,-73.09931611,18.1307351
0.15,0.35,0.75,37.8,-5.83243117,-2.223965262,-75.05935354,16.08723057
0.15,0.35,0.75,37.85,-5.841875715,-2.215761307,-77.0236066,14.045097
0.15,0.35,0.75,37.9,-5.851287731,-2.208466006,-78.99182337,12.00468044
0.15,0.35,0.75,37.95,-5.86066454,-2.20198609,-80.96374565,9.966289804
0.15,0.35,0.75,38,-5.870006953,-2.196229301,-82.93910875,7.930197321
0.15,0.35,0.75,38.05,-5.879319396,-2.191104836,-84.91764132,5.896639224
0.15,0.35,0.75,38.1,-5.888610031,-2.186523787,-86.89906522,3.865816582
0.15,0.35,0.75,38.15,-5.897890868,-2.182399539,-88.88309543,1.837896306
0.15,0.35,0.75,38.2,-5.90717787,-2.178648147,-90.86944004,-0.186987724
0.15,0.35,0.75,38.25,-5.916491039,-2.175188679,-92.85780031,-2.208733414
0.15,0.35,0.75,38.3,-5.92585451,-2.17194354,-94.84787077,-4.227269113
0.15,0.35,0.75,38.35,-5.935296612,-2.168838748,-96.83933951,-6.242552201
0.15,0.35,0.75,38.4,-5.944849942,-2.165804201,-98.83188842,-8.254567613
0.15,0.35,0.75,38.45,-5.954551404,-2.162773896,-100.8251937,-10.26332633
0.15,0.35,0.75,38.5,-5.964442257,-2.159686135,-102.8189262,-12.26886381
0.15,0.35,0.75,38.55,-5.974568134,-2.156483687,-104.8127526,-14.27123845
0.15,0.35,0.75,38.6,-5.984979054,-2.153113936,-106.8063357,-16.27053
0.15,0.35,0.75,38.65,-5.995729419,-2.149528993,-108.7993358,-18.26683799
0.15,0.35,0.75,38.7,-6.006877991,-2.145685789,-110.7914119,-20.26028016
0.15,0.35,0.75,38.75,-6.018487852,-2.14154613,-112.7822229,-22.2509909
0.15,0.35,0.75,38.8,-6.030626339,-2.137076745,-114.7714297,-24.23911975
0.15,0.35,0.75,38.85,-6.043364959,-2.132249293,-116.7586966,-26.22482983
0.15,0.35,0.75,38.9,-6.056779268,-2.127040354,-118.743694,-28.20829635
0.15,0.35,0.75,38.95,-6.070948724,-2.121431397,-120.7261009,-30.18970518
0.15,0.35,0.75,39,-6.085956491,-2.115408722,-122.7056072,-32.1692513
0.15,0.35,0.75,39.05,-6.101889201,-2.108963375,-124.6819177,-34.14713744
0.15,0.35,0.75,39.1,-6.118836658,-2.102091043,-126.654755,-36.12357257
0.15,0.35,0.75,39.15,-6.136891472,-2.094791925,-128.6238637,-38.09877051
0.15,0.35,0.75,39.2,-6.156148621,-2.087070568,-130.5890148,-40.07294852
0.15,0.35,0.75,39.25,-6.176704912,-2.078935689,-132.55001,-42.0463258
0.15,0.35,0.75,39.3,-6.198658337,-2.070399954,-134.5066868,-44.01912212
0.15,0.35,0.75,39.35,-6.222107305,-2.061479736,-136.4589232,-45.9915563
0.15,0.35,0.75,39.4,-6.247149727,-2.052194836,-138.4066439,-47.96384472
0.15,0.35,0.75,39.45,-6.273881944,-2.042568164,-140.3498244,-49.93619975
0.15,0.35,0.75,39.5,-6.302397465,-2.032625389,-142.2884969,-51.90882814
0.15,0.35,0.75,39.55,-6.332785519,-2.022394539,-144.2227549,-53.88192931
0.15,0.35,0.75,39.6,-6.365129389,-2.011905556,-146.1527568,-55.85569348
0.15,0.35,0.75,39.65,-6.399504533,-2.001189804,-148.0787295,-57.83029971
0.15,0.35,0.75,39.7,-6.435976489,-1.990279519,-150.0009696,-59.80591369
0.15,0.35,0.75,39.75,-6.474598585,-1.979207197,-151.9198437,-61.78268533
0.15,0.35,0.75,39.8,-6.515409468,-1.968004928,-153.8357855,-63.76074595
0.15,0.35,0.75,39.85,-6.558430527,-1.956703648,-155.7492905,-65.74020519
0.15,0.35,0.75,39.9,-6.603663259,-1.945332339,-157.6609077,-67.72114727
0.15,0.35,0.75,39.95,-6.651086695,-1.933917142,-159.5712269,-69.70362672
0.15,0.35,0.75,40,-6.700654999,-1.922480412,-161.4808623,-71.68766322
0.15,0.35,0.75,40.05,-6.752295409,-1.911039704,-163.3904318,-73.67323551
0.15,0.35,0.75,40.1,-6.805906673,-1.899606706,-165.3005319,-75.660274
0.15,0.35,0.75,40.15,-6.861358185,-1.888186148,-167.2117095,-77.64865188
0.15,0.35,0.75,40.2,-6.918489993,-1.876774702,-169.1244295,-79.63817435
0.15,0.35,0.75,40.25,-6.97711386,-1.865359939,-171.039042,-81.62856561
0.15,0.35,0.75,40.3,-7.037015492,-1.853919405,-172.9557475,-83.61945316
0.15,0.35,0.75,40.35,-7.097958026,-1.842419913,-174.8745654,-85.61034902
0.15,0.35,0.75,40.4,-7.159686748,-1.830817211,-176.7953051,-87.60062742
0.15,0.35,0.75,40.45,-7.221934954,-1.819056185,-178.7175426,-89.58949856
0.15,0.35,0.75,40.5,-7.284430747,-1.807071868,179.3593933,-91.57597848
0.15,0.35,0.75,40.55,-7.34690446,-1.794791561,177.4364273,-93.55885511
0.15,0.35,0.75,40.6,-7.409096346,-1.782138437,175.5147313,-95.53665129
0.15,0.35,0.75,40.65,-7.470764079,-1.769037093,173.5957085,-97.50758663
0.15,0.35,0.75,40.7,-7.531689655,-1.755421505,171.6809655,-99.46954094
0.15,0.35,0.75,40.75,-7.591685253,-1.741245858,169.7722761,-101.420024
0.15,0.35,0.75,40.8,-7.650597754,-1.726498554,167.8715372,-103.3561583
0.15,0.35,0.75,40.85,-7.708311657,-1.711219458,165.9807204,-105.2746842
0.15,0.35,0.75,40.9,-7.764750308,-1.695519899,164.1018212,-107.1719971
0.15,0.35,0.75,40.95,-7.819875471,-1.679604244,162.2368103,-109.0442313
0.15,0.35,0.75,41,-7.873685363,-1.663790814,160.387587,-110.8873985
0.15,0.35,0.8,37,-5.834651379,-2.485177972,-47.43836621,45.443654
0.15,0.35,0.8,37.05,-5.839355051,-2.451356899,-49.29722425,43.44109407
0.15,0.35,0.8,37.1,-5.844780902,-2.419635515,-51.16294077,41.43018305
0.15,0.35,0.8,37.15,-5.850883214,-2.389974849,-53.035351,39.41171141
0.15,0.35,0.8,37.2,-5.857616092,-2.362329274,-54.91429478,37.38645974
0.15,0.35,0.8,37.25,-5.864933651,-2.336646776,-56.79961607,35.35519509
0.15,0.35,0.8,37.3,-5.872790212,-2.312869266,-58.69116236,33.31866765
0.15,0.35,0.8,37.35,-5.881140495,-2.290932952,-60.58878399,31.27760751
0.15,0.35,0.8,37.4,-5.889939814,-2.270768746,-62.49233342,29.23272166
0.15,0.35,0.8,37.45,-5.899144277,-2.252302704,-64.40166436,27.18469128
0.15,0.35,0.8,37.5,-5.908710986,-2.235456509,-66.31663092,25.1341693
0.15,0.35,0.8,37.55,-5.918598235,-2.22014797,-68.23708661,23.08177818
0.15,0.35,0.8,37.6,-5.928765717,-2.206291547,-70.16288327,21.0281081
0.15,0.35,0.8,37.65,-5.939174728,-2.193798889,-72.09387,18.97371532
0.15,0.35,0.8,37.7,-5.949788375,-2.182579379,-74.02989199,16.91912097
0.15,0.35,0.8,37.75,-5.960571789,-2.172540685,-75.97078928,14.86481001
0.15,0.35,0.8,37.8,-5.971492343,-2.163589308,-77.91639549,12.81123062
0.15,0.35,0.8,37.85,-5.982519872,-2.155631121,-79.86653655,10.75879373
0.15,0.35,0.8,37.9,-5.993626905,-2.148571903,-81.82102931,8.707872866
0.15,0.35,0.8,37.95,-6.004788901,-2.142317848,-83.77968021,6.658804311
0.15,0.35,0.8,38,-6.015984497,-2.136776065,-85.74228392,4.611887363
0.15,0.35,0.8,38.05,-6.027195767,-2.131855051,-87.70862199,2.56738489
0.15,0.35,0.8,38.1,-6.038408501,-2.12746514,-89.67846151,0.525524031
0.15,0.35,0.8,38.15,-6.049612485,-2.123518927,-91.65155388,-1.513502929
0.15,0.35,0.8,38.2,-6.060801817,-2.119931665,-93.62763361,-3.549537548
0.15,0.35,0.8,38.25,-6.07197523,-2.116621629,-95.60641726,-5.582454099
0.15,0.35,0.8,38.3,-6.083136441,-2.113510458,-97.58760259,-7.612158337
0.15,0.35,0.8,38.35,-6.094294527,-2.110523459,-99.57086784,-9.638586192
0.15,0.35,0.8,38.4,-6.105464315,-2.107589883,-101.5558714,-11.66170239
0.15,0.35,0.8,38.45,-6.116666808,-2.104643176,-103.5422516,-13.68149905
0.15,0.35,0.8,38.5,-6.12792962,-2.101621196,-105.5296274,-15.6979942
0.15,0.35,0.8,38.55,-6.139287437,-2.098466396,-107.5175989,-17.71123036
0.15,0.35,0.8,38.6,-6.150782486,-2.095125992,-109.5057492,-19.721273
0.15,0.35,0.8,38.65,-6.162465006,-2.091552091,-111.4936465,-21.72820912
0.15,0.35,0.8,38.7,-6.174393706,-2.087701794,-113.4808469,-23.73214576
0.15,0.35,0.8,38.75,-6.186636191,-2.083537278,-115.4668991,-25.73320856
0.15,0.35,0.8,38.8,-6.199269331,-2.079025846,-117.4513489,-27.73154032
0.15,0.35,0.8,38.85,-6.212379541,-2.074139952,-119.4337456,-29.72729959
0.15,0.35,0.8,38.9,-6.226062938,-2.068857205,-121.4136497,-31.72065934
0.15,0.35,0.8,38.95,-6.240425315,-2.063160341,-123.3906413,-33.71180556
0.15,0.35,0.8,39,-6.255581896,-2.057037176,-125.36433,-35.70093596
0.15,0.35,0.8,39.05,-6.271656804,-2.050480525,-127.3343661,-37.6882587
0.15,0.35,0.8,39.1,-6.288782177,-2.0434881,-129.3004518,-39.67399109
0.15,0.35,0.8,39.15,-6.307096894,-2.036062379,-131.2623534,-41.65835835
0.15,0.35,0.8,39.2,-6.326744828,-2.02821044,-133.2199134,-43.64159241
0.15,0.35,0.8,39.25,-6.34787262,-2.01994377,-135.1730612,-45.62393066
0.15,0.35,0.8,39.3,-6.370626947,-2.011278034,-137.1218228,-47.60561474
0.15,0.35,0.8,39.35,-6.395151308,-2.002232808,-139.0663272,-49.5868893
0.15,0.35,0.8,39.4,-6.421582394,-1.992831269,-141.00681,-51.5680008
0.15,0.35,0.8,39.45,-6.450046151,-1.983099841,-142.9436119,-53.54919614
0.15,0.35,0.8,39.5,-6.480653702,-1.973067788,-144.8771719,-55.5307214
0.15,0.35,0.8,39.55,-6.513497333,-1.962766747,-146.8080149,-57.51282029
0.15,0.35,0.8,39.6,-6.548646795,-1.952230207,-148.736733,-59.49573263
0.15,0.35,0.8,39.65,-6.586146178,-1.941492901,-150.663961,-61.47969259
0.15,0.35,0.8,39.7,-6.626011615,-1.930590133,-152.5903472,-63.46492659
0.15,0.35,0.8,39.75,-6.668230043,-1.91955701,-154.5165207,-65.45165098
0.15,0.35,0.8,39.8,-6.712759164,-1.908427584,-156.4430573,-67.44006924
0.15,0.35,0.8,39.85,-6.759528683,-1.897233884,-158.3704449,-69.43036848
0.15,0.35,0.8,39.9,-6.808442784,-1.886004847,-160.2990532,-71.42271526
0.15,0.35,0.8,39.95,-6.859383695,-1.874765133,-162.2291068,-73.41725037
0.15,0.35,0.8,40,-6.912216129,-1.863533838,-164.1606662,-75.4140822
0.15,0.35,0.8,40.05,-6.966792279,-1.852323105,-166.0936153,-77.41327855
0.15,0.35,0.8,40.1,-7.022957049,-1.841136672,-168.0276579,-79.4148562
0.15,0.35,0.8,40.15,-7.080553184,-1.829968384,-169.9623223,-81.4187679
0.15,0.35,0.8,40.2,-7.139426005,-1.818800763,-171.8969729,-83.42488609
0.15,0.35,0.8,40.25,-7.199427507,-1.807603724,-173.8308274,-85.43298269
0.15,0.35,0.8,40.3,-7.260419668,-1.796333615,-175.7629796,-87.44270437
0.15,0.35,0.8,40.35,-7.322276888,-1.784932797,-177.6924235,-89.45354262
0.15,0.35,0.8,40.4,-7.384887545,-1.773330079,-179.6180796,-91.4647984
0.15,0.35,0.8,40.45,-7.448154743,-1.76144241,178.4611799,-93.47554136
0.15,0.35,0.8,40.5,-7.511996327,-1.749178323,176.5465068,-95.48456464
0.15,0.35,0.8,40.55,-7.576344331,-1.73644372,174.6390553,-97.49033739
0.15,0.35,0.8,40.6,-7.641143959,-1.723150595,172.7399632,-99.49095896
0.15,0.35,0.8,40.65,-7.706352273,-1.709229268,170.8503364,-101.4841211
0.15,0.35,0.8,40.7,-7.771936686,-1.694644415,168.9712359,-103.4670872
0.15,0.35,0.8,40.75,-7.837873384,-1.679414742,167.1036691,-105.4367008
0.15,0.35,0.8,40.8,-7.904145758,-1.663635355,165.2485821,-107.389436
0.15,0.35,0.8,40.85,-7.970742904,-1.647500786,163.406856,-109.3215051
0.15,0.35,0.8,40.9,-8.037658252,-1.631325385,161.5793043,-111.2290311
0.15,0.35,0.8,40.95,-8.104888333,-1.615556652,159.7666721,-113.1082872
0.15,0.35,0.8,41,-8.172431713,-1.600776563,157.9696368,-114.955988
0.15,0.35,0.85,37,-5.966635305,-2.412170992,-50.08290003,42.72885352
0.15,0.35,0.85,37.05,-5.972202743,-2.380467651,-51.97207026,40.7123605
0.15,0.35,0.85,37.1,-5.978308729,-2.350772805,-53.86703307,38.6876816
0.15,0.35,0.85,37.15,-5.984913275,-2.323044998,-55.76762651,36.65560424
0.15,0.35,0.85,37.2,-5.991977305,-2.297236444,-57.67369391,34.61690548
0.15,0.35,0.85,37.25,-5.999462854,-2.273293323,-59.5850835,32.5723486
0.15,0.35,0.85,37.3,-6.007333265,-2.251156106,-61.50164794,30.52267978
0.15,0.35,0.85,37.35,-6.015553384,-2.230759935,-63.42324381,28.46862504
0.15,0.35,0.85,37.4,-6.024089749,-2.212035041,-65.34973106,26.41088733
0.15,0.35,0.85,37.45,-6.032910775,-2.194907191,-67.28097244,24.35014393
0.15,0.35,0.85,37.5,-6.041986936,-2.179298172,-69.21683282,22.28704408
0.15,0.35,0.85,37.55,-6.051290942,-2.165126288,-71.15717862,20.22220692
0.15,0.35,0.85,37.6,-6.060797905,-2.152306886,-73.10187706,18.15621962
0.15,0.35,0.85,37.65,-6.070485507,-2.140752887,-75.05079549,16.08963591
0.15,0.35,0.85,37.7,-6.080334154,-2.130375322,-77.00380066,14.02297484
0.15,0.35,0.85,37.75,-6.090327126,-2.121083874,-78.960758,11.95671982
0.15,0.35,0.85,37.8,-6.10045072,-2.112787417,-80.92153085,9.89131794
0.15,0.35,0.85,37.85,-6.110694384,-2.105394538,-82.88597974,7.827179528
0.15,0.35,0.85,37.9,-6.121050843,-2.098814056,-84.85396161,5.764677994
0.15,0.35,0.85,37.95,-6.131516218,-2.092955518,-86.82532907,3.704149861
0.15,0.35,0.85,38,-6.142090134,-2.087729681,-88.79992969,1.64589502
0.15,0.35,0.85,38.05,-6.152775818,-2.083048962,-90.77760521,-0.409822825
0.15,0.35,0.85,38.1,-6.163580194,-2.078827873,-92.75819093,-2.462775555
0.15,0.35,0.85,38.15,-6.174513964,-2.074983423,-94.74151493,-4.512769872
0.15,0.35,0.85,38.2,-6.185591677,-2.071435493,-96.72739752,-6.559646426
0.15,0.35,0.85,38.25,-6.196831795,-2.068107182,-98.71565056,-8.603278817
0.15,0.35,0.85,38.3,-6.208256748,-2.064925118,-100.706077,-10.64357253
0.15,0.35,0.85,38.35,-6.219892971,-2.061819748,-102.6984703,-12.68046376
0.15,0.35,0.85,38.4,-6.231770949,-2.058725584,-104.692614,-14.71391826
0.15,0.35,0.85,38.45,-6.243925233,-2.055581429,-106.6882816,-16.74393005
0.15,0.35,0.85,38.5,-6.256394457,-2.052330566,-108.685236,-18.77052019
0.15,0.35,0.85,38.55,-6.26922135,-2.048920918,-110.6832298,-20.79373545
0.15,0.35,0.85,38.6,-6.282452724,-2.045305177,-112.6820049,-22.81364709
0.15,0.35,0.85,38.65,-6.296139466,-2.041440902,-114.681293,-24.83034952
0.15,0.35,0.85,38.7,-6.310336514,-2.037290591,-116.6808157,-26.84395905
0.15,0.35,0.85,38.75,-6.325102819,-2.032821721,-118.6802854,-28.85461262
0.15,0.35,0.85,38.8,-6.340501302,-2.028006757,-120.6794059,-30.86246655
0.15,0.35,0.85,38.85,-6.356598795,-2.022823134,-122.6778735,-32.86769534
0.15,0.35,0.85,38.9,-6.373465962,-2.017253207,-124.6753782,-34.87049038
0.15,0.35,0.85,38.95,-6.391177212,-2.011284175,-126.6716061,-36.87105883
0.15,0.35,0.85,39,-6.40981058,-2.004907969,-128.6662406,-38.86962235
0.15,0.35,0.85,39.05,-6.429447582,-1.998121112,-130.6589656,-40.86641593
0.15,0.35,0.85,39.1,-6.450173046,-1.990924538,-132.6494683,-42.86168666
0.15,0.35,0.85,39.15,-6.472074884,-1.983323391,-134.6374425,-44.85569248
0.15,0.35,0.85,39.2,-6.495243817,-1.97532677,-136.6225933,-46.84870089
0.15,0.35,0.85,39.25,-6.519773038,-1.966947445,-138.6046409,-48.84098761
0.15,0.35,0.85,39.3,-6.54575777,-1.95820153,-140.5833264,-50.8328351
0.15,0.35,0.85,39.35,-6.573294737,-1.94910811,-142.5584177,-52.824531
0.15,0.35,0.85,39.4,-6.602481483,-1.939688822,-144.5297155,-54.8163664
0.15,0.35,0.85,39.45,-6.633415543,-1.929967386,-146.4970605,-56.8086339
0.15,0.35,0.85,39.5,-6.666193411,-1.919969088,-148.4603407,-58.80162538
0.15,0.35,0.85,39.55,-6.700909278,-1.909720207,-150.419499,-60.79562947
0.15,0.35,0.85,39.6,-6.7376535,-1.89924739,-152.3745403,-62.7909286
0.15,0.35,0.85,39.65,-6.776510768,-1.888576977,-154.3255394,-64.78779553
0.15,0.35,0.85,39.7,-6.817557928,-1.877734278,-156.2726465,-66.78648932
0.15,0.35,0.85,39.75,-6.860861454,-1.866742813,-158.2160926,-68.78725051
0.15,0.35,0.85,39.8,-6.906474548,-1.85562352,-160.1561917,-70.79029549
0.15,0.35,0.85,39.85,-6.954433903,-1.844393956,-162.0933407,-72.79580985
0.15,0.35,0.85,39.9,-7.004756167,-1.833067516,-164.0280148,-74.80394058
0.15,0.35,0.85,39.95,-7.05743423,-1.821652698,-165.9607582,-76.81478701
0.15,0.35,0.85,40,-7.112433475,-1.810152464,-167.8921685,-78.82839027
0.15,0.35,0.85,40.05,-7.169688217,-1.79856376,-169.8228742,-80.84472138
0.15,0.35,0.85,40.1,-7.229098626,-1.786877249,-171.7535055,-82.86366768
0.15,0.35,0.85,40.15,-7.290528462,-1.775077366,-173.6846567,-84.88501794
0.15,0.35,0.85,40.2,-7.353804009,-1.763142765,-175.6168428,-86.9084462
0.15,0.35,0.85,40.25,-7.418714602,-1.751047291,-177.5504502,-88.93349488
0.15,0.35,0.85,40.3,-7.485015071,-1.738761557,-179.4856859,-90.95955765
0.15,0.35,0.85,40.35,-7.55243036,-1.726255251,178.577474,-92.98586321
0.15,0.35,0.85,40.4,-7.620662376,-1.713500225,176.639329,-95.01146104
0.15,0.35,0.85,40.45,-7.68939895,-1.700474417,174.7004903,-97.03521083
0.15,0.35,0.85,40.5,-7.758324488,-1.687166557,172.7619021,-99.05577738
0.15,0.35,0.85,40.55,-7.827131696,-1.673581548,170.8248456,-101.0716329
0.15,0.35,0.85,40.6,-7.895533542,-1.659746279,168.8909222,-103.081069
0.15,0.35,0.85,40.65,-7.963274505,-1.645715518,166.962017,-105.0822194
