D [mm],coax_inside [mm],QCOAX_D [mm],Freq [GHz],"dB(S(1,1)) []","dB(S(2,1)) []","ang_deg(S(1,1)) [deg]","ang_deg(S(2,1)) [deg]"
0.25,0.35,0.65,40.6,-13.57611851,-0.944551487,-159.0373426,109.0777474
0.25,0.35,0.65,40.65,-13.71747361,-0.938602301,-160.8960149,107.0649795
0.25,0.35,0.65,40.7,-13.86121076,-0.932309671,-162.7440513,105.058044
0.25,0.35,0.65,40.75,-14.00724077,-0.925602119,-164.5811914,103.0577447
0.25,0.35,0.65,40.8,-14.15546992,-0.918405457,-166.407196,101.06496
0.25,0.35,0.65,40.85,-14.30580054,-0.910643675,-168.2218475,99.08064577
0.25,0.35,0.65,40.9,-14.4581314,-0.90224,-170.0249516,97.10583834
0.25,0.35,0.65,40.95,-14.61235827,-0.893118119,-171.8163371,95.1416562
0.25,0.35,0.65,41,-14.76837429,-0.883203561,-173.5958564,93.18930138
0.25,0.35,0.7,37,-8.538288775,-1.527783377,-16.52489158,-106.1681341
0.25,0.35,0.7,37.05,-8.600305442,-1.501397089,-18.61057041,-108.2635038
0.25,0.35,0.7,37.1,-8.665363541,-1.476405038,-20.69751326,-110.3640588
0.25,0.35,0.7,37.15,-8.733204934,-1.452763638,-22.785826,-112.4692095
0.25,0.35,0.7,37.2,-8.803565612,-1.430426447,-24.87567395,-114.5783825
0.25,0.35,0.7,37.25,-8.876176884,-1.409344464,-26.96726977,-116.6910214
0.25,0.35,0.7,37.3,-8.950766637,-1.389466422,-29.06086058,-118.8065895
0.25,0.35,0.7,37.35,-9.027060652,-1.37073911,-31.15671421,-120.9245705
0.25,0.35,0.7,37.4,-9.104784029,-1.353107695,-33.25510506,-123.04447
0.25,0.35,0.7,37.45,-9.183662712,-1.336516047,-35.35629981,-125.1658168
0.25,0.35,0.7,37.5,-9.26342516,-1.320907076,-37.46054335,-127.2881639
0.25,0.35,0.7,37.55,-9.343804154,-1.306223056,-39.5680452,-129.4110891
0.25,0.35,0.7,37.6,-9.424538753,-1.292405957,-41.67896684,-131.5341956
0.25,0.35,0.7,37.65,-9.505376402,-1.279397764,-43.79341036,-133.6571128
0.25,0.35,0.7,37.7,-9.586075161,-1.267140789,-45.91140876,-135.7794964
0.25,0.35,0.7,37.75,-9.666406043,-1.255577968,-48.03291822,-137.9010284
0.25,0.35,0.7,37.8,-9.746155419,-1.244653159,-50.15781277,-140.0214175
0.25,0.35,0.7,37.85,-9.825127434,-1.234311404,-52.28588143,-142.1403986
0.25,0.35,0.7,37.9,-9.903146383,-1.224499194,-54.41682821,-144.2577329
0.25,0.35,0.7,37.95,-9.980058974,-1.215164705,-56.55027483,-146.3732073
0.25,0.35,0.7,38,-10.0557364,-1.20625802,-58.68576631,-148.486634
0.25,0.35,0.7,38.05,-10.13007616,-1.197731328,-60.82277923,-150.59785
0.25,0.35,0.7,38.1,-10.20300355,-1.189539107,-62.96073229,-152.7067162
0.25,0.35,0.7,38.15,-10.27447275,-1.181638283,-65.09899899,-154.8131171
0.25,0.35,0.7,38.2,-10.34446744,-1.173988372,-67.23692176,-156.9169595
0.25,0.35,0.7,38.25,-10.41300101,-1.166551592,-69.37382717,-159.0181721
0.25,0.35,0.7,38.3,-10.4801162,-1.159292966,-71.50904142,-161.1167042
0.25,0.35,0.7,38.35,-10.54588423,-1.152180397,-73.6419057,-163.2125248
0.25,0.35,0.7,38.4,-10.6104035,-1.145184722,-75.77179063,-165.3056218
0.25,0.35,0.7,38.45,-10.67379782,-1.138279747,-77.89810938,-167.3960006
0.25,0.35,0.7,38.5,-10.73621425,-1.131442265,-80.02032895,-169.4836833
0.25,0.35,0.7,38.55,-10.79782064,-1.124652053,-82.13797909,-171.5687075
0.25,0.35,0.7,38.6,-10.85880289,-1.117891843,-84.25065893,-173.6511251
0.25,0.35,0.7,38.65,-10.9193621,-1.111147289,-86.35804083,-175.7310012
0.25,0.35,0.7,38.7,-10.9797116,-1.104406901,-88.45987168,-177.8084127
0.25,0.35,0.7,38.75,-11.04007399,-1.097661973,-90.55597166,-179.8834475
0.25,0.35,0.7,38.8,-11.10067822,-1.09090649,-92.64623064,178.0437971
0.25,0.35,0.7,38.85,-11.16175685,-1.084137014,-94.73060259,175.9732153
0.25,0.35,0.7,38.9,-11.22354339,-1.077352564,-96.8090982,173.9046943
0.25,0.35,0.7,38.95,-11.28626993,-1.070554474,-98.88177619,171.8381155
0.25,0.35,0.7,39,-11.35016492,-1.063746235,-100.9487337,169.7733558
0.25,0.35,0.7,39.05,-11.41545124,-1.056933329,-103.0100958,167.7102887
0.25,0.35,0.7,39.1,-11.48234453,-1.050123045,-105.0660056,165.6487858
0.25,0.35,0.7,39.15,-11.55105164,-1.04332428,-107.1166133,163.5887182
0.25,0.35,0.7,39.2,-11.62176944,-1.036547331,-109.1620665,161.5299575
0.25,0.35,0.7,39.25,-11.69468378,-1.029803674,-111.202501,159.4723776
0.25,0.35,0.7,39.3,-11.76996858,-1.023105728,-113.2380322,157.4158556
0.25,0.35,0.7,39.35,-11.84778523,-1.016466612,-115.2687478,155.3602738
0.25,0.35,0.7,39.4,-11.92828196,-1.009899889,-117.2947013,153.3055206
0.25,0.35,0.7,39.45,-12.01159351,-1.003419302,-119.3159073,151.2514921
0.25,0.35,0.7,39.5,-12.09784079,-0.9970385,-121.3323368,149.198094
0.25,0.35,0.7,39.55,-12.18713072,-0.990770757,-123.3439155,147.1452423
0.25,0.35,0.7,39.6,-12.2795561,-0.984628683,-125.3505214,145.0928658
0.25,0.35,0.7,39.65,-12.3751956,-0.978623936,-127.3519848,143.040907
0.25,0.35,0.7,39.7,-12.47411379,-0.972766922,-129.3480889,140.9893242
0.25,0.35,0.7,39.75,-12.57636124,-0.967066501,-131.3385715,138.9380928
0.25,0.35,0.7,39.8,-12.68197471,-0.961529688,-133.3231271,136.8872074
0.25,0.35,0.7,39.85,-12.79097736,-0.956161364,-135.3014103,134.8366833
0.25,0.35,0.7,39.9,-12.90337904,-0.950963985,-137.2730399,132.7865586
0.25,0.35,0.7,39.95,-13.01917658,-0.945937308,-139.2376027,130.736896
0.25,0.35,0.7,40,-13.13835426,-0.941078124,-141.1946586,128.6877847
0.25,0.35,0.7,40.05,-13.26088417,-0.93638001,-143.1437455,126.6393424
0.25,0.35,0.7,40.1,-13.38672673,-0.931833102,-145.0843844,124.5917175
0.25,0.35,0.7,40.15,-13.51583124,-0.927423893,-147.0160847,122.5450913
0.25,0.35,0.7,40.2,-13.64813645,-0.923135059,-148.9383495,120.4996801
0.25,0.35,0.7,40.25,-13.78357115,-0.91894533,-150.8506805,118.4557372
0.25,0.35,0.7,40.3,-13.92205487,-0.914829386,-152.7525828,116.4135556
0.25,0.35,0.7,40.35,-14.06349855,-0.91075782,-154.6435698,114.3734703
0.25,0.35,0.7,40.4,-14.20780522,-0.906697139,-156.5231671,112.33586
0.25,0.35,0.7,40.45,-14.35487078,-0.902609835,-158.3909168,110.3011502
0.25,0.35,0.7,40.5,-14.50458472,-0.898454513,-160.2463806,108.2698149
0.25,0.35,0.7,40.55,-14.65683085,-0.894186104,-162.0891431,106.2423793
0.25,0.35,0.7,40.6,-14.81148806,-0.889756139,-163.9188142,104.2194214
0.25,0.35,0.7,40.65,-14.96843107,-0.885113125,-165.7350314,102.2015741
0.25,0.35,0.7,40.7,-15.12753111,-0.880202991,-167.5374616,100.1895272
0.25,0.35,0.7,40.75,-15.28865667,-0.874969634,-169.325802,98.18402848
0.25,0.35,0.7,40.8,-15.45167418,-0.869355562,-171.0997815,96.18588505
0.25,0.35,0.7,40.85,-15.6164486,-0.863302616,-172.8591606,94.19596407
0.25,0.35,0.7,40.9,-15.78284412,-0.856752798,-174.6037317,92.21519294
0.25,0.35,0.7,40.95,-15.95072467,-0.849649178,-176.3333192,90.24455902
0.25,0.35,0.7,41,-16.11995451,-0.841936889,-178.0477783,88.28510862
0.25,0.35,0.75,37,-9.290825842,-1.386547621,-21.36335533,-110.5053111
0.25,0.35,0.75,37.05,-9.332958358,-1.363081692,-23.54320734,-112.6007339
0.25,0.35,0.75,37.1,-9.380918707,-1.340882909,-25.70473583,-114.7022013
0.25,0.35,0.75,37.15,-9.434445653,-1.319912375,-27.84808764,-116.8090858
0.25,0.35,0.75,37.2,-9.493277949,-1.300128551,-29.97377078,-118.9207728
0.25,0.35,0.75,37.25,-9.55715376,-1.281487515,-32.08265643,-121.0366624
0.25,0.35,0.75,37.3,-9.6258087,-1.263943241,-34.17597705,-123.1561719
0.25,0.35,0.75,37.35,-9.698972412,-1.247447881,-36.25531929,-125.2787371
0.25,0.35,0.75,37.4,-9.776363645,-1.231952065,-38.32260969,-127.4038139
0.25,0.35,0.75,37.45,-9.857683912,-1.217405201,-40.38009065,-129.5308802
0.25,0.35,0.75,37.5,-9.942609966,-1.203755781,-42.43028364,-131.659437
0.25,0.35,0.75,37.55,-10.03078551,-1.190951687,-44.47593636,-133.7890095
0.25,0.35,0.75,37.6,-10.12181283,-1.178940493,-46.51995073,-135.9191482
0.25,0.35,0.75,37.65,-10.2152453,-1.167669764,-48.56528947,-138.04943
0.25,0.35,0.75,37.7,-10.31058197,-1.157087343,-50.61486075,-140.1794583
0.25,0.35,0.75,37.75,-10.40726566,-1.147141631,-52.67138304,-142.3088641
0.25,0.35,0.75,37.8,-10.50468607,-1.137781856,-54.73723631,-144.4373062
0.25,0.35,0.75,37.85,-10.60218902,-1.128958324,-56.81430948,-146.5644713
0.25,0.35,0.75,37.9,-10.69909274,-1.120622656,-58.90385864,-148.6900743
0.25,0.35,0.75,37.95,-10.79471099,-1.112728005,-61.00639312,-150.813858
0.25,0.35,0.75,38,-10.88838184,-1.105229263,-63.1216069,-152.9355932
0.25,0.35,0.75,38.05,-10.97949981,-1.098083235,-65.24837031,-155.0550783
0.25,0.35,0.75,38.1,-11.06754803,-1.091248806,-67.3847899,-157.1721387
0.25,0.35,0.75,38.15,-11.1521267,-1.084687078,-69.52833578,-159.2866268
0.25,0.35,0.75,38.2,-11.23297435,-1.078361492,-71.67602481,-161.3984207
0.25,0.35,0.75,38.25,-11.30997916,-1.072237928,-73.82463964,-163.5074239
0.25,0.35,0.75,38.3,-11.38317928,-1.066284778,-75.97095788,-165.6135646
0.25,0.35,0.75,38.35,-11.45275262,-1.060473008,-78.11196559,-167.7167943
0.25,0.35,0.75,38.4,-11.51899787,-1.054776196,-80.24503315,-169.8170874
0.25,0.35,0.75,38.45,-11.58230983,-1.049170546,-82.36803959,-171.9144399
0.25,0.35,0.75,38.5,-11.64315214,-1.043634888,-84.47943995,-174.0088683
0.25,0.35,0.75,38.55,-11.70203039,-1.038150658,-86.57827871,-176.1004085
0.25,0.35,0.75,38.6,-11.75946793,-1.032701864,-88.66415828,-178.1891143
0.25,0.35,0.75,38.65,-11.81598584,-1.027275026,-90.73717453,179.7249433
0.25,0.35,0.75,38.7,-11.87208766,-1.021859109,-92.79783214,177.641678
0.25,0.35,0.75,38.75,-11.9282489,-1.016445442,-94.84695131,175.5609894
0.25,0.35,0.75,38.8,-11.98491067,-1.011027611,-96.88557483,173.4827643
0.25,0.35,0.75,38.85,-12.04247678,-1.005601355,-98.91488192,171.4068786
0.25,0.35,0.75,38.9,-12.10131351,-1.000164437,-100.9361126,169.3331983
0.25,0.35,0.75,38.95,-12.16175099,-0.994716511,-102.9505046,167.2615815
0.25,0.35,0.75,39,-12.22408588,-0.989258981,-104.9592421,165.1918799
0.25,0.35,0.75,39.05,-12.28858437,-0.98379484,-106.9634176,163.1239405
0.25,0.35,0.75,39.1,-12.35548552,-0.978328515,-108.9640023,161.0576073
0.25,0.35,0.75,39.15,-12.42500431,-0.972865697,-110.961827,158.9927232
0.25,0.35,0.75,39.2,-12.49733445,-0.967413168,-112.9575695,156.9291317
0.25,0.35,0.75,39.25,-12.57265071,-0.961978623,-114.951748,154.8666787
0.25,0.35,0.75,39.3,-12.65111087,-0.956570489,-116.9447194,152.8052146
0.25,0.35,0.75,39.35,-12.73285721,-0.951197742,-118.9366807,150.7445961
0.25,0.35,0.75,39.4,-12.81801754,-0.945869725,-120.9276737,148.6846882
0.25,0.35,0.75,39.45,-12.90670595,-0.940595967,-122.9175921,146.6253662
0.25,0.35,0.75,39.5,-12.99902326,-0.935385999,-124.9061891,144.5665178
0.25,0.35,0.75,39.55,-13.09505714,-0.930249182,-126.8930879,142.5080449
0.25,0.35,0.75,39.6,-13.19488214,-0.925194537,-128.8777916,140.449866
0.25,0.35,0.75,39.65,-13.29855963,-0.92023058,-130.859695,138.391918
0.25,0.35,0.75,39.7,-13.40613753,-0.915365166,-132.8380963,136.3341584
0.25,0.35,0.75,39.75,-13.51765016,-0.910605351,-134.8122092,134.2765673
0.25,0.35,0.75,39.8,-13.63311804,-0.905957258,-136.781176,132.2191493
0.25,0.35,0.75,39.85,-13.75254773,-0.901425961,-138.7440794,130.1619357
0.25,0.35,0.75,39.9,-13.87593179,-0.897015384,-140.6999556,128.1049862
0.25,0.35,0.75,39.95,-14.00324881,-0.892728222,-142.6478063,126.0483909
0.25,0.35,0.75,40,-14.13446353,-0.888565876,-144.5866112,123.992272
0.25,0.35,0.75,40.05,-14.26952715,-0.884528414,-146.5153393,121.9367854
0.25,0.35,0.75,40.1,-14.40837769,-0.880614552,-148.4329599,119.8821223
0.25,0.35,0.75,40.15,-14.55094048,-0.876821665,-150.3384536,117.8285106
0.25,0.35,0.75,40.2,-14.69712885,-0.873145812,-152.2308212,115.7762161
0.25,0.35,0.75,40.25,-14.84684482,-0.869581802,-154.1090934,113.7255433
0.25,0.35,0.75,40.3,-14.99997993,-0.866123277,-155.9723381,111.6768366
0.25,0.35,0.75,40.35,-15.15641617,-0.862762822,-157.819668,109.6304806
0.25,0.35,0.75,40.4,-15.31602696,-0.85949211,-159.650246,107.5869004
0.25,0.35,0.75,40.45,-15.47867813,-0.856302059,-161.4632908,105.5465616
0.25,0.35,0.75,40.5,-15.64422902,-0.853183031,-163.2580807,103.5099704
0.25,0.35,0.75,40.55,-15.8125335,-0.850125034,-165.0339568,101.4776725
0.25,0.35,0.75,40.6,-15.98344107,-0.847117965,-166.7903249,99.45025235
0.25,0.35,0.75,40.65,-16.15679784,-0.844151855,-168.5266571,97.42833204
0.25,0.35,0.75,40.7,-16.33244763,-0.841217133,-170.2424923,95.4125695
0.25,0.35,0.75,40.75,-16.51023285,-0.838304904,-171.9374355,93.40365658
0.25,0.35,0.75,40.8,-16.68999543,-0.83540723,-173.6111571,91.40231671
0.25,0.35,0.75,40.85,-16.87157772,-0.832517409,-175.2633916,89.4093022
0.25,0.35,0.75,40.9,-17.05482322,-0.829630261,-176.8939352,87.42539122
0.25,0.35,0.75,40.95,-17.2395773,-0.826742391,-178.5026432,85.45138448
0.25,0.35,0.75,41,-17.42568788,-0.823852451,179.9105723,83.48810156
0.25,0.35,0.8,37,-10.02608224,-1.280127402,-26.04952484,-115.1214406
0.25,0.35,0.8,37.05,-10.08476883,-1.258742249,-28.04812213,-117.2258295
0.25,0.35,0.8,37.1,-10.14843009,-1.238597922,-30.05604114,-119.3358396
0.25,0.35,0.8,37.15,-10.21669634,-1.219651959,-32.07342644,-121.4508636
0.25,0.35,0.8,37.2,-10.28917291,-1.201859486,-34.10045092,-123.5703084
0.25,0.35,0.8,37.25,-10.36544321,-1.185173493,-36.13729182,-125.6935974
0.25,0.35,0.8,37.3,-10.4450722,-1.169545128,-38.18410559,-127.8201717
0.25,0.35,0.8,37.35,-10.52761049,-1.15492399,-40.24100237,-129.9494921
0.25,0.35,0.8,37.4,-10.61259895,-1.141258442,-42.3080213,-132.0810402
0.25,0.35,0.8,37.45,-10.69957384,-1.128495911,-44.38510771,-134.2143201
0.25,0.35,0.8,37.5,-10.7880723,-1.116583208,-46.47209324,-136.3488592
0.25,0.35,0.8,37.55,-10.87763829,-1.105466828,-48.56868007,-138.4842092
0.25,0.35,0.8,37.6,-10.96782861,-1.095093253,-50.67442995,-140.619947
0.25,0.35,0.8,37.65,-11.05821905,-1.085409251,-52.78875897,-142.7556755
0.25,0.35,0.8,37.7,-11.1484104,-1.076362157,-54.91093826,-144.8910238
0.25,0.35,0.8,37.75,-11.23803408,-1.06790015,-57.04010095,-147.0256478
0.25,0.35,0.8,37.8,-11.32675732,-1.059972506,-59.17525513,-149.1592302
0.25,0.35,0.8,37.85,-11.41428763,-1.052529847,-61.31530223,-151.2914811
0.25,0.35,0.8,37.9,-11.50037642,-1.045524366,-63.45906003,-153.4221373
0.25,0.35,0.8,37.95,-11.58482163,-1.038910033,-65.60528925,-155.5509624
0.25,0.35,0.8,38,-11.66746939,-1.032642786,-67.75272241,-157.6777467
0.25,0.35,0.8,38.05,-11.74821455,-1.026680699,-69.90009357,-159.8023066
0.25,0.35,0.8,38.1,-11.82700017,-1.020984131,-72.04616774,-161.9244841
0.25,0.35,0.8,38.15,-11.90381609,-1.015515851,-74.1897684,-164.0441463
0.25,0.35,0.8,38.2,-11.97869658,-1.010241148,-76.32980231,-166.1611849
0.25,0.35,0.8,38.25,-12.0517173,-1.005127914,-78.46528054,-168.275515
0.25,0.35,0.8,38.3,-12.12299166,-1.00014671,-80.59533505,-170.3870746
0.25,0.35,0.8,38.35,-12.19266684,-0.995270806,-82.71923059,-172.4958238
0.25,0.35,0.8,38.4,-12.26091951,-0.990476213,-84.83637167,-174.6017436
0.25,0.35,0.8,38.45,-12.32795154,-0.98574168,-86.94630477,-176.7048347
0.25,0.35,0.8,38.5,-12.39398571,-0.981048681,-89.0487162,-178.8051172
0.25,0.35,0.8,38.55,-12.45926164,-0.976381386,-91.14342588,179.0973714
0.25,0.35,0.8,38.6,-12.52403195,-0.971726606,-93.23037785,177.002577
0.25,0.35,0.8,38.65,-12.58855875,-0.967073728,-95.30962797,174.9104298
0.25,0.35,0.8,38.7,-12.65311045,-0.962414631,-97.38132958,172.8208462
0.25,0.35,0.8,38.75,-12.71795899,-0.957743588,-99.44571762,170.7337298
0.25,0.35,0.8,38.8,-12.78337739,-0.953057153,-101.503092,168.6489724
0.25,0.35,0.8,38.85,-12.84963765,-0.948354034,-103.5538005,166.5664561
0.25,0.35,0.8,38.9,-12.91700896,-0.943634954,-105.5982218,164.4860542
0.25,0.35,0.8,38.95,-12.98575622,-0.938902504,-107.6367494,162.4076329
0.25,0.35,0.8,39,-13.05613871,-0.934160974,-109.6697755,160.3310525
0.25,0.35,0.8,39.05,-13.12840908,-0.929416187,-111.697677,158.2561695
0.25,0.35,0.8,39.1,-13.20281237,-0.924675318,-113.7208019,156.1828377
0.25,0.35,0.8,39.15,-13.27958521,-0.919946703,-115.7394579,154.11091
0.25,0.35,0.8,39.2,-13.35895513,-0.915239644,-117.7539015,152.04024
0.25,0.35,0.8,39.25,-13.44113989,-0.910564207,-119.7643298,149.970684
0.25,0.35,0.8,39.3,-13.52634686,-0.905931016,-121.7708731,147.9021021
0.25,0.35,0.8,39.35,-13.61477244,-0.901351042,-123.7735892,145.8343606
0.25,0.35,0.8,39.4,-13.70660148,-0.89683539,-125.7724596,143.7673336
0.25,0.35,0.8,39.45,-13.80200674,-0.892395084,-127.767387,141.7009048
0.25,0.35,0.8,39.5,-13.9011483,-0.888040854,-129.7581945,139.6349692
0.25,0.35,0.8,39.55,-14.00417308,-0.883782925,-131.7446257,137.5694353
0.25,0.35,0.8,39.6,-14.1112143,-0.879630807,-133.7263469,135.5042269
0.25,0.35,0.8,39.65,-14.22239102,-0.87559309,-135.7029501,133.4392851
0.25,0.35,0.8,39.7,-14.33780768,-0.871677253,-137.6739573,131.3745699
0.25,0.35,0.8,39.75,-14.45755378,-0.867889475,-139.6388259,129.3100628
0.25,0.35,0.8,39.8,-14.58170355,-0.86423446,-141.5969547,127.245768
0.25,0.35,0.8,39.85,-14.71031573,-0.860715274,-143.5476912,125.181715
0.25,0.35,0.8,39.9,-14.84343346,-0.857333204,-145.4903396,123.1179601
0.25,0.35,0.8,39.95,-14.98108424,-0.854087629,-147.4241683,121.0545885
0.25,0.35,0.8,40,-15.12328007,-0.850975913,-149.3484192,118.9917161
0.25,0.35,0.8,40.05,-15.2700176,-0.847993328,-151.2623161,116.929491
0.25,0.35,0.8,40.1,-15.4212785,-0.845132994,-153.1650737,114.8680957
0.25,0.35,0.8,40.15,-15.57702987,-0.84238585,-155.0559061,112.8077482
0.25,0.35,0.8,40.2,-15.73722481,-0.839740663,-156.9340356,110.7487039
0.25,0.35,0.8,40.25,-15.90180309,-0.83718406,-158.7987006,108.6912566
0.25,0.35,0.8,40.3,-16.07069189,-0.834700596,-160.6491635,106.6357399
0.25,0.35,0.8,40.35,-16.24380663,-0.832272864,-162.4847172,104.5825281
0.25,0.35,0.8,40.4,-16.42105194,-0.829881636,-164.3046924,102.5320372
0.25,0.35,0.8,40.45,-16.60232255,-0.827506044,-166.1084624,100.4847249
0.25,0.35,0.8,40.5,-16.78750437,-0.825123794,-167.8954485,98.44109169
0.25,0.35,0.8,40.55,-16.97647553,-0.822711425,-169.6651241,96.40168016
0.25,0.35,0.8,40.6,-17.1691074,-0.820244594,-171.417018,94.36707511
0.25,0.35,0.8,40.65,-17.36526566,-0.817698402,-173.1507167,92.33790282
0.25,0.35,0.8,40.7,-17.56481137,-0.815047746,-174.8658665,90.31483003
0.25,0.35,0.8,40.75,-17.76760194,-0.812267698,-176.5621744,88.29856264
0.25,0.35,0.8,40.8,-17.97349214,-0.809333911,-178.2394085,86.28984398
0.25,0.35,0.8,40.85,-18.18233499,-0.806223032,-179.8973978,84.28945267
0.25,0.35,0.8,40.9,-18.39398268,-0.80291314,178.4639689,82.29820008
0.25,0.35,0.8,40.95,-18.60828731,-0.799384181,176.844744,80.31692745
0.25,0.35,0.8,41,-18.8251017,-0.7956184,175.2449229,78.34650257
0.25,0.35,0.85,37,-10.79413679,-1.179007405,-30.68042026,-119.6874518
0.25,0.35,0.85,37.05,-10.80382552,-1.160532821,-32.84724485,-121.7939843
0.25,0.35,0.85,37.1,-10.8236872,-1.143135972,-34.98959811,-123.9070084
0.25,0.35,0.85,37.15,-10.85365257,-1.126780548,-37.10684401,-126.0258704
0.25,0.35,0.85,37.2,-10.89364016,-1.111428151,-39.19923729,-128.1499287
0.25,0.35,0.85,37.25,-10.94354755,-1.097038533,-41.26801075,-130.2785556
0.25,0.35,0.85,37.3,-11.00323622,-1.083569856,-43.31544369,-132.4111397
0.25,0.35,0.85,37.35,-11.07250906,-1.070978943,-45.34489758,-134.5470876
0.25,0.35,0.85,37.4,-11.15108107,-1.059221551,-47.36080028,-136.685826
0.25,0.35,0.85,37.45,-11.23854416,-1.048252641,-49.36855733,-138.8268033
0.25,0.35,0.85,37.5,-11.33432961,-1.038026646,-51.37436881,-140.969491
0.25,0.35,0.85,37.55,-11.43767286,-1.028497739,-53.38493572,-143.1133852
0.25,0.35,0.85,37.6,-11.547588,-1.019620099,-55.40705278,-145.258008
0.25,0.35,0.85,37.65,-11.66285948,-1.011348165,-57.4471054,-147.402908
0.25,0.35,0.85,37.7,-11.78205881,-1.003636882,-59.5105144,-149.5476619
0.25,0.35,0.85,37.75,-11.90359054,-0.996441939,-61.60119782,-151.6918748
0.25,0.35,0.85,37.8,-12.02576718,-0.989719988,-63.72113483,-153.8351809
0.25,0.35,0.85,37.85,-12.14690644,-0.983428852,-65.8701143,-155.9772439
0.25,0.35,0.85,37.9,-12.26543796,-0.977527713,-68.04572578,-158.1177572
0.25,0.35,0.85,37.95,-12.38000395,-0.97197729,-70.24360621,-160.2564442
0.25,0.35,0.85,38,-12.48953806,-0.966739989,-72.45790509,-162.393058
0.25,0.35,0.85,38.05,-12.59331172,-0.961780044,-74.68188798,-164.5273813
0.25,0.35,0.85,38.1,-12.69094398,-0.957063627,-76.90857779,-166.6592262
0.25,0.35,0.85,38.15,-12.782378,-0.952558952,-79.13133835,-168.7884335
0.25,0.35,0.85,38.2,-12.86783277,-0.94823635,-81.3443307,-170.9148724
0.25,0.35,0.85,38.25,-12.94774113,-0.944068328,-83.54280864,-173.0384398
0.25,0.35,0.85,38.3,-13.02268453,-0.940029609,-85.72325383,-175.1590589
0.25,0.35,0.85,38.35,-13.09333277,-0.936097156,-87.88337524,-177.2766791
0.25,0.35,0.85,38.4,-13.16039375,-0.932250173,-90.02201003,-179.3912746
0.25,0.35,0.85,38.45,-13.22457517,-0.928470095,-92.13896422,178.4971571
0.25,0.35,0.85,38.5,-13.28655821,-0.924740563,-94.23482681,176.3885955
0.25,0.35,0.85,38.55,-13.34698148,-0.921047373,-96.31078177,174.2829994
0.25,0.35,0.85,38.6,-13.40643311,-0.917378429,-98.36843413,172.1803077
0.25,0.35,0.85,38.65,-13.46544878,-0.913723666,-100.4096587,170.0804408
0.25,0.35,0.85,38.7,-13.52451377,-0.910074974,-102.4364743,167.9833026
0.25,0.35,0.85,38.75,-13.58406725,-0.906426104,-104.4509436,165.8887817
0.25,0.35,0.85,38.8,-13.64450776,-0.902772569,-106.455095,163.7967532
0.25,0.35,0.85,38.85,-13.70619903,-0.899111533,-108.4508645,161.7070804
0.25,0.35,0.85,38.9,-13.7694755,-0.895441699,-110.4400525,159.6196167
0.25,0.35,0.85,38.95,-13.8346473,-0.891763182,-112.4242939,157.5342073
0.25,0.35,0.85,39,-13.90200448,-0.888077388,-114.405037,155.4506912
0.25,0.35,0.85,39.05,-13.97182043,-0.884386882,-116.3835305,153.3689031
0.25,0.35,0.85,39.1,-14.04435452,-0.880695256,-118.3608155,151.2886752
0.25,0.35,0.85,39.15,-14.11985397,-0.877006994,-120.3377218,149.2098395
0.25,0.35,0.85,39.2,-14.19855504,-0.87332734,-122.3148674,147.1322296
0.25,0.35,0.85,39.25,-14.28068359,-0.869662166,-124.2926608,145.0556831
0.25,0.35,0.85,39.3,-14.36645521,-0.866017837,-126.2713044,142.9800431
0.25,0.35,0.85,39.35,-14.45607481,-0.862401086,-128.2508008,140.9051609
0.25,0.35,0.85,39.4,-14.54973594,-0.858818888,-130.2309601,138.8308977
0.25,0.35,0.85,39.45,-14.6476198,-0.855278343,-132.2114082,136.7571269
0.25,0.35,0.85,39.5,-14.74989409,-0.851786558,-134.1915973,134.6837361
0.25,0.35,0.85,39.55,-14.85671173,-0.848350545,-136.1708174,132.6106292
0.25,0.35,0.85,39.6,-14.96820955,-0.844977118,-138.1482088,130.5377282
0.25,0.35,0.85,39.65,-15.08450696,-0.841672805,-140.1227763,128.4649758
0.25,0.35,0.85,39.7,-15.20570473,-0.838443767,-142.0934042,126.3923363
0.25,0.35,0.85,39.75,-15.33188392,-0.835295724,-144.0588723,124.3197986
0.25,0.35,0.85,39.8,-15.4631049,-0.832233899,-146.017873,122.2473772
0.25,0.35,0.85,39.85,-15.59940673,-0.82926297,-147.9690284,120.175114
0.25,0.35,0.85,39.9,-15.74080661,-0.826387031,-149.9109086,118.1030802
0.25,0.35,0.85,39.95,-15.88729975,-0.823609568,-151.8420492,116.0313772
0.25,0.35,0.85,40,-16.03885945,-0.820933455,-153.7609693,113.9601386
0.25,0.35,0.85,40.05,-16.19543742,-0.818360949,-155.6661888,111.8895306
0.25,0.35,0.85,40.1,-16.35696449,-0.815893711,-157.5562448,109.8197535
0.25,0.35,0.85,40.15,-16.52335146,-0.813532834,-159.4297075,107.7510422
0.25,0.35,0.85,40.2,-16.69449025,-0.811278885,-161.2851944,105.6836669
0.25,0.35,0.85,40.25,-16.87025526,-0.809131959,-163.1213833,103.6179334
0.25,0.35,0.85,40.3,-17.0505049,-0.807091749,-164.9370236,101.5541832
0.25,0.35,0.85,40.35,-17.2350832,-0.805157618,-166.7309467,99.49279367
0.25,0.35,0.85,40.4,-17.42382166,-0.803328693,-168.5020732,97.43417721
0.25,0.35,0.85,40.45,-17.61654099,-0.801603959,-170.2494199,95.37878104
