D_pth [mm],d_apad [mm],shield [],Freq [GHz],"dB(S(1,1)) []","dB(S(2,1)) []","ang_deg(S(1,1)) [deg]","ang_deg(S(2,1)) [deg]"
0.2,0.7,1.2,62.3,-21.36979829,-0.936695026,48.96766173,-78.0669438
0.2,0.7,1.2,62.35,-21.44680135,-0.942049043,48.91991566,-78.76692176
0.2,0.7,1.2,62.4,-21.53103216,-0.948000204,48.87893403,-79.46522918
0.2,0.7,1.2,62.45,-21.62303965,-0.954593549,48.84848966,-80.1613261
0.2,0.7,1.2,62.5,-21.72332434,-0.961874146,48.83309946,-80.85462811
0.2,0.7,1.2,62.55,-21.83231501,-0.969886744,48.83801674,-81.54450734
0.2,0.7,1.2,62.6,-21.95034394,-0.978675422,48.86918918,-82.23029367
0.2,0.7,1.2,62.65,-22.07762212,-0.988283229,48.93317814,-82.9112764
0.2,0.7,1.2,62.7,-22.214216,-0.998751827,49.0370366,-83.58670623
0.2,0.7,1.2,62.75,-22.36002731,-1.010121127,49.1881466,-84.25579758
0.2,0.7,1.2,62.8,-22.51477803,-1.022428947,49.39402013,-84.9177313
0.2,0.7,1.2,62.85,-22.67800193,-1.03571067,49.66207169,-85.57165763
0.2,0.7,1.2,62.9,-22.84904399,-1.049998924,49.9993737,-86.21669954
0.2,0.7,1.2,62.95,-23.0270686,-1.065323283,50.41240902,-86.8519563
0.2,0.7,1.2,63,-23.21107637,-1.081709995,50.90683588,-87.47650726
0.2,0.7,1.25,57,-26.80444525,-0.827594083,89.89891208,172.8480959
0.2,0.7,1.25,57.05,-26.73088255,-0.7784901,89.98758698,172.0964741
0.2,0.7,1.25,57.1,-26.65819287,-0.735886981,90.06516876,171.3457528
0.2,0.7,1.25,57.15,-26.58649427,-0.69941249,90.13166689,170.597634
0.2,0.7,1.25,57.2,-26.51590384,-0.668684149,90.18711269,169.8535883
0.2,0.7,1.25,57.25,-26.44653733,-0.643313503,90.23156134,169.1148581
0.2,0.7,1.25,57.3,-26.37850881,-0.62291012,90.26509374,168.3824638
0.2,0.7,1.25,57.35,-26.31193023,-0.60708525,90.28781828,167.6572138
0.2,0.7,1.25,57.4,-26.24691108,-0.595455117,90.29987248,166.9397161
0.2,0.7,1.25,57.45,-26.18355795,-0.587643809,90.30142434,166.2303918
0.2,0.7,1.25,57.5,-26.12197407,-0.583285765,90.29267363,165.5294905
0.2,0.7,1.25,57.55,-26.06225891,-0.582027852,90.27385283,164.8371061
0.2,0.7,1.25,57.6,-26.00450769,-0.583531068,90.24522794,164.153193
0.2,0.7,1.25,57.65,-25.94881096,-0.587471875,90.20709896,163.4775826
0.2,0.7,1.25,57.7,-25.89525413,-0.593543194,90.15980014,162.8099993
0.2,0.7,1.25,57.75,-25.84391698,-0.60145511,90.10369991,162.1500761
0.2,0.7,1.25,57.8,-25.79487327,-0.6109353,90.0392006,161.4973697
0.2,0.7,1.25,57.85,-25.74819026,-0.621729234,89.96673777,160.8513744
0.2,0.7,1.25,57.9,-25.70392833,-0.633600173,89.88677937,160.2115353
0.2,0.7,1.25,57.95,-25.66214057,-0.646329007,89.79982449,159.5772602
0.2,0.7,1.25,58,-25.62287238,-0.659713944,89.70640195,158.9479309
0.2,0.7,1.25,58.05,-25.5861612,-0.673570104,89.60706855,158.3229133
0.2,0.7,1.25,58.1,-25.55203619,-0.687729006,89.50240717,157.7015661
0.2,0.7,1.25,58.15,-25.52051796,-0.702038006,89.39302454,157.0832491
0.2,0.7,1.25,58.2,-25.49161839,-0.716359671,89.27954899,156.4673302
0.2,0.7,1.25,58.25,-25.46534048,-0.730571128,89.16262787,155.8531916
0.2,0.7,1.25,58.3,-25.44167822,-0.744563386,89.04292498,155.2402349
0.2,0.7,1.25,58.35,-25.42061659,-0.758240643,88.92111788,154.6278861
0.2,0.7,1.25,58.4,-25.40213156,-0.771519594,88.79789518,154.0155995
0.2,0.7,1.25,58.45,-25.38619013,-0.784328736,88.67395376,153.4028602
0.2,0.7,1.25,58.5,-25.37275053,-0.796607679,88.54999613,152.7891875
0.2,0.7,1.25,58.55,-25.36176235,-0.808306468,88.42672782,152.1741367
0.2,0.7,1.25,58.6,-25.35316683,-0.819384915,88.30485487,151.5573006
0.2,0.7,1.25,58.65,-25.34689713,-0.829811942,88.18508151,150.9383104
0.2,0.7,1.25,58.7,-25.3428787,-0.839564945,88.06810803,150.3168369
0.2,0.7,1.25,58.75,-25.34102966,-0.848629162,87.95462879,149.6925904
0.2,0.7,1.25,58.8,-25.34126127,-0.856997067,87.84533058,149.0653208
0.2,0.7,1.25,58.85,-25.34347837,-0.864667766,87.74089116,148.4348174
0.2,0.7,1.25,58.9,-25.34757992,-0.871646417,87.64197807,147.8009081
0.2,0.7,1.25,58.95,-25.3534595,-0.877943662,87.54924778,147.1634586
0.2,0.7,1.25,59,-25.3610059,-0.883575068,87.46334512,146.5223712
0.2,0.7,1.25,59.05,-25.37010368,-0.888560587,87.38490291,145.8775839
0.2,0.7,1.25,59.1,-25.38063371,-0.892924029,87.31454204,145.2290684
0.2,0.7,1.25,59.15,-25.39247381,-0.896692548,87.25287167,144.5768285
0.2,0.7,1.25,59.2,-25.40549926,-0.899896144,87.20048986,143.9208986
0.2,0.7,1.25,59.25,-25.41958342,-0.902567183,87.1579843,143.2613416
0.2,0.7,1.25,59.3,-25.43459822,-0.904739927,87.12593344,142.5982464
0.2,0.7,1.25,59.35,-25.45041474,-0.906450089,87.10490774,141.9317265
0.2,0.7,1.25,59.4,-25.46690366,-0.907734401,87.09547119,141.261917
0.2,0.7,1.25,59.45,-25.48393572,-0.908630207,87.098183,140.5889725
0.2,0.7,1.25,59.5,-25.50138218,-0.909175071,87.11359951,139.9130648
0.2,0.7,1.25,59.55,-25.51911513,-0.909406415,87.14227612,139.2343802
0.2,0.7,1.25,59.6,-25.53700782,-0.909361176,87.18476955,138.5531173
0.2,0.7,1.25,59.65,-25.55493493,-0.909075489,87.24164004,137.8694842
0.2,0.7,1.25,59.7,-25.57277268,-0.908584399,87.31345368,137.1836963
0.2,0.7,1.25,59.75,-25.590399,-0.907921599,87.40078486,136.4959734
0.2,0.7,1.25,59.8,-25.60769344,-0.907119198,87.50421861,135.8065377
0.2,0.7,1.25,59.85,-25.62453709,-0.906207518,87.62435302,135.1156114
0.2,0.7,1.25,59.9,-25.64081237,-0.905214922,87.7618015,134.423414
0.2,0.7,1.25,59.95,-25.65640259,-0.904167669,87.91719493,133.7301605
0.2,0.7,1.25,60,-25.67119146,-0.903089811,88.09118353,133.0360589
0.2,0.7,1.25,60.05,-25.68506239,-0.902003106,88.28443834,132.3413088
0.2,0.7,1.25,60.1,-25.69789755,-0.900926971,88.49765215,131.6460989
0.2,0.7,1.25,60.15,-25.70957677,-0.899878466,88.73153965,130.9506055
0.2,0.7,1.25,60.2,-25.71997618,-0.898872302,88.98683649,130.2549914
0.2,0.7,1.25,60.25,-25.72896661,-0.897920877,89.26429694,129.5594037
0.2,0.7,1.25,60.3,-25.73641165,-0.897034349,89.56468953,128.8639732
0.2,0.7,1.25,60.35,-25.74216556,-0.896220719,89.88879023,128.1688134
0.2,0.7,1.25,60.4,-25.74607084,-0.895485954,90.23737226,127.4740193
0.2,0.7,1.25,60.45,-25.74795559,-0.894834118,90.6111918,126.779667
0.2,0.7,1.25,60.5,-25.74763081,-0.894267536,91.01096839,126.0858134
0.2,0.7,1.25,60.55,-25.74488765,-0.893786967,91.43735901,125.3924958
0.2,0.7,1.25,60.6,-25.73949493,-0.893391798,91.89092453,124.6997321
0.2,0.7,1.25,60.65,-25.73119716,-0.893080252,92.37208747,124.0075208
0.2,0.7,1.25,60.7,-25.71971354,-0.892849609,92.88108023,123.3158416
0.2,0.7,1.25,60.75,-25.70473852,-0.892696433,93.4178836,122.6246561
0.2,0.7,1.25,60.8,-25.68594447,-0.892616814,93.98215643,121.9339083
0.2,0.7,1.25,60.85,-25.6629874,-0.892606611,94.5731589,121.243526
0.2,0.7,1.25,60.9,-25.63551653,-0.892661697,95.18967421,120.5534218
0.2,0.7,1.25,60.95,-25.60318824,-0.892778215,95.82993615,119.8634946
0.2,0.7,1.25,61,-25.56568508,-0.892952823,96.49157324,119.1736311
0.2,0.7,1.25,61.05,-25.52273959,-0.893182942,97.17158289,118.4837076
0.2,0.7,1.25,61.1,-25.47416185,-0.893467006,97.86635058,117.793592
0.2,0.7,1.25,61.15,-25.41986888,-0.893804691,98.57172848,117.1031455
0.2,0.7,1.25,61.2,-25.3599126,-0.894197151,99.28318348,116.4122252
0.2,0.7,1.25,61.25,-25.29450215,-0.894647241,99.99601612,115.7206862
0.2,0.7,1.25,61.3,-25.22401617,-0.895159718,100.70564,115.0283841
0.2,0.7,1.25,61.35,-25.14900094,-0.895741446,101.4078968,114.3351774
0.2,0.7,1.25,61.4,-25.07015224,-0.89640157,102.099371,113.6409304
0.2,0.7,1.25,61.45,-24.98828105,-0.897151684,102.7776597,112.9455155
0.2,0.7,1.25,61.5,-24.90426642,-0.898005977,103.4415594,112.2488164
0.2,0.7,1.25,61.55,-24.81900118,-0.898981355,104.0911385,111.5507304
0.2,0.7,1.25,61.6,-24.73333759,-0.900097545,104.7276892,110.8511719
0.2,0.7,1.25,61.65,-24.64803994,-0.901377174,105.3535679,110.1500744
0.2,0.7,1.25,61.7,-24.56374931,-0.902845822,105.9719547,109.4473943
0.2,0.7,1.25,61.75,-24.4809632,-0.904532047,106.5865712,108.7431127
0.2,0.7,1.25,61.8,-24.40003013,-0.906467379,107.2013935,108.0372392
0.2,0.7,1.25,61.85,-24.32115693,-0.908686291,107.820396,107.3298137
0.2,0.7,1.25,61.9,-24.24442534,-0.911226129,108.4473439,106.6209095
0.2,0.7,1.25,61.95,-24.16981394,-0.914127014,109.0856455,105.9106358
0.2,0.7,1.25,62,-24.09722206,-0.917431712,109.7382619,105.1991397
0.2,0.7,1.25,62.05,-24.0264929,-0.921185465,110.4076686,104.4866089
0.2,0.7,1.25,62.1,-23.95743409,-0.925435791,111.0958552,103.773273
0.2,0.7,1.25,62.15,-23.88983478,-0.93023225,111.8043538,103.0594061
0.2,0.7,1.25,62.2,-23.8234791,-0.935626177,112.5342839,102.3453273
0.2,0.7,1.25,62.25,-23.75815594,-0.941670377,113.2864063,101.631403
0.2,0.7,1.25,62.3,-23.69366584,-0.948418797,114.0611786,100.918047
0.2,0.7,1.25,62.35,-23.62982518,-0.955926167,114.8588094,100.2057214
0.2,0.7,1.25,62.4,-23.56646856,-0.964247614,115.6793069,99.49493696
0.2,0.7,1.25,62.45,-23.5034496,-0.973438254,116.5225222,98.78625276
0.2,0.7,1.25,62.5,-23.44064078,-0.983552769,117.3881858,98.08027581
0.2,0.7,1.25,62.55,-23.37793263,-0.994644962,118.2759382,97.37766007
0.2,0.7,1.25,62.6,-23.31523239,-1.006767317,119.1853552,96.67910513
0.2,0.7,1.25,62.65,-23.25246257,-1.019970542,120.1159673,95.98535449
0.2,0.7,1.25,62.7,-23.18955934,-1.034303121,121.067276,95.29719336
0.2,0.7,1.25,62.75,-23.12647099,-1.049810872,122.038766,94.61544611
0.2,0.7,1.25,62.8,-23.06315638,-1.066536523,123.0299142,93.94097334
0.2,0.7,1.25,62.85,-22.99958358,-1.084519305,124.0401976,93.27466849
0.2,0.7,1.25,62.9,-22.9357286,-1.103794571,125.0690976,92.6174542
0.2,0.7,1.25,62.95,-22.8715742,-1.124393448,126.1161045,91.97027834
0.2,0.7,1.25,63,-22.8071089,-1.146342528,127.1807197,91.3341097
0.2,0.7,1.3,57,-34.53560105,-0.874569618,135.6029513,-9.686444157
0.2,0.7,1.3,57.05,-34.45460833,-0.820130768,136.057937,-10.42029529
0.2,0.7,1.3,57.1,-34.36948161,-0.772491979,136.5166554,-11.1572227
0.2,0.7,1.3,57.15,-34.28031095,-0.731318334,136.9795902,-11.89514703
0.2,0.7,1.3,57.2,-34.18718715,-0.696256608,137.4471466,-12.63221482
0.2,0.7,1.3,57.25,-34.09020036,-0.666939837,137.9196499,-13.36680243
0.2,0.7,1.3,57.3,-33.98943867,-0.642991762,138.3973447,-14.09751589
0.2,0.7,1.3,57.35,-33.8849866,-0.624031055,138.8803945,-14.8231868
0.2,0.7,1.3,57.4,-33.77692353,-0.609675247,139.3688807,-15.54286502
0.2,0.7,1.3,57.45,-33.66532212,-0.599544316,139.8628028,-16.25580852
0.2,0.7,1.3,57.5,-33.55024649,-0.593263888,140.3620781,-16.96147101
0.2,0.7,1.3,57.55,-33.43175037,-0.590468032,140.8665407,-17.65948783
0.2,0.7,1.3,57.6,-33.30987501,-0.590801657,141.3759409,-18.34966069
0.2,0.7,1.3,57.65,-33.18464684,-0.593922499,141.8899432,-19.03194163
0.2,0.7,1.3,57.7,-33.05607481,-0.599502732,142.4081237,-19.70641665
0.2,0.7,1.3,57.75,-32.92414722,-0.607230223,142.9299655,-20.37328942
0.2,0.7,1.3,57.8,-32.78882808,-0.616809454,143.4548525,-21.03286526
0.2,0.7,1.3,57.85,-32.65005257,-0.627962161,143.98206,-21.6855357
0.2,0.7,1.3,57.9,-32.50772156,-0.640427702,144.5107415,-22.33176377
0.2,0.7,1.3,57.95,-32.36169472,-0.65396321,145.0399098,-22.97207022
0.2,0.7,1.3,58,-32.21178175,-0.668343552,145.5684108,-23.6070206
0.2,0.7,1.3,58.05,-32.05773118,-0.683361124,146.0948855,-24.23721347
0.2,0.7,1.3,58.1,-31.89921574,-0.698825518,146.6177174,-24.86326956
0.2,0.7,1.3,58.15,-31.73581301,-0.714563084,147.134956,-25.48582202
0.2,0.7,1.3,58.2,-31.5669795,-0.730416404,147.6442062,-26.10550764
0.2,0.7,1.3,58.25,-31.39201544,-0.746243709,148.1424651,-26.72295911
0.2,0.7,1.3,58.3,-31.21001618,-0.761918242,148.625877,-27.33879811
0.2,0.7,1.3,58.35,-31.01980408,-0.777327592,149.0893573,-27.95362941
0.2,0.7,1.3,58.4,-30.81983148,-0.792373005,149.5259994,-28.56803564
0.2,0.7,1.3,58.45,-30.60804034,-0.806968687,149.9261145,-29.18257296
0.2,0.7,1.3,58.5,-30.38165601,-0.821041093,150.2756188,-29.79776734
0.2,0.7,1.3,58.55,-30.13688097,-0.834528232,150.5532244,-30.4141115
0.2,0.7,1.3,58.6,-29.8684396,-0.847378958,150.7253207,-31.0320625
0.2,0.7,1.3,58.65,-29.56891953,-0.859552288,150.7361635,-31.65203978
0.2,0.7,1.3,58.7,-29.22792072,-0.87101672,150.4879691,-32.27442378
0.2,0.7,1.3,58.75,-28.83145903,-0.881749565,149.7979523,-32.89955495
0.2,0.7,1.3,58.8,-28.36428977,-0.891736292,148.300229,-33.52773319
0.2,0.7,1.3,58.85,-27.82878614,-0.900969891,145.2195693,-34.1592177
0.2,0.7,1.3,58.9,-27.34546961,-0.909450241,138.971141,-34.79422708
0.2,0.7,1.3,58.95,-27.53124699,-0.917183504,127.904223,-35.43293985
0.2,0.7,1.3,59,-29.52069527,-0.924181519,118.5664665,-36.07549517
0.2,0.7,1.3,59.05,-31.99398363,-0.930461224,124.7890197,-36.72199386
0.2,0.7,1.3,59.1,-32.65226613,-0.936044082,137.7519585,-37.37249966
0.2,0.7,1.3,59.15,-32.26438282,-0.940955526,146.3931442,-38.02704069
0.2,0.7,1.3,59.2,-31.71109269,-0.945224423,151.1778257,-38.68561109
0.2,0.7,1.3,59.25,-31.20969884,-0.948882544,153.9768058,-39.34817291
0.2,0.7,1.3,59.3,-30.78070859,-0.951964064,155.7760802,-40.01465805
0.2,0.7,1.3,59.35,-30.41044805,-0.954505066,157.036351,-40.68497048
0.2,0.7,1.3,59.4,-30.08379744,-0.956543078,157.9819818,-41.35898842
0.2,0.7,1.3,59.45,-29.78913036,-0.95811662,158.7296282,-42.03656682
0.2,0.7,1.3,59.5,-29.51810238,-0.959264777,159.3438218,-42.71753976
0.2,0.7,1.3,59.55,-29.26477327,-0.960026797,159.862211,-43.40172305
0.2,0.7,1.3,59.6,-29.02487091,-0.960441713,160.3077553,-44.08891681
0.2,0.7,1.3,59.65,-28.79527341,-0.960547987,160.6949766,-44.77890813
0.2,0.7,1.3,59.7,-28.57365984,-0.960383194,161.0333381,-45.47147374
0.2,0.7,1.3,59.75,-28.35827591,-0.959983722,161.3291589,-46.1663827
0.2,0.7,1.3,59.8,-28.14777526,-0.959384511,161.5867428,-46.86339901
0.2,0.7,1.3,59.85,-27.94111072,-0.958618822,161.8090704,-47.56228431
0.2,0.7,1.3,59.9,-27.73745843,-0.957718037,161.9982354,-48.26280039
0.2,0.7,1.3,59.95,-27.53616421,-0.956711498,162.1557295,-48.96471168
0.2,0.7,1.3,60,-27.33670514,-0.955626371,162.2826324,-49.66778774
0.2,0.7,1.3,60.05,-27.13866154,-0.954487552,162.3797422,-50.37180544
0.2,0.7,1.3,60.1,-26.94169642,-0.953317601,162.447667,-51.07655123
0.2,0.7,1.3,60.15,-26.74554012,-0.952136715,162.4868903,-51.78182311
0.2,0.7,1.3,60.2,-26.54997881,-0.950962729,162.4978195,-52.48743254
0.2,0.7,1.3,60.25,-26.35484578,-0.949811149,162.480822,-53.1932061
0.2,0.7,1.3,60.3,-26.1600147,-0.948695217,162.4362528,-53.89898702
0.2,0.7,1.3,60.35,-25.96539446,-0.947626006,162.3644767,-54.60463651
0.2,0.7,1.3,60.4,-25.77092511,-0.946612539,162.265885,-55.31003485
0.2,0.7,1.3,60.45,-25.57657466,-0.945661936,162.1409103,-56.0150823
0.2,0.7,1.3,60.5,-25.38233645,-0.944779581,161.990038,-56.71969977
0.2,0.7,1.3,60.55,-25.18822706,-0.943969318,161.8138162,-57.42382928
0.2,0.7,1.3,60.6,-24.99428442,-0.943233653,161.6128642,-58.12743416
0.2,0.7,1.3,60.65,-24.80056625,-0.942573986,161.3878798,-58.83049907
0.2,0.7,1.3,60.7,-24.60714859,-0.941990848,161.1396454,-59.53302974
0.2,0.7,1.3,60.75,-24.41412435,-0.941484155,160.8690333,-60.23505251
0.2,0.7,1.3,60.8,-24.22160202,-0.941053465,160.5770103,-60.93661364
0.2,0.7,1.3,60.85,-24.02970419,-0.940698253,160.2646409,-61.63777842
0.2,0.7,1.3,60.9,-23.83856615,-0.940418178,159.9330902,-62.33862998
0.2,0.7,1.3,60.95,-23.64833437,-0.940213359,159.5836259,-63.03926799
0.2,0.7,1.3,61,-23.4591649,-0.940084653,159.2176187,-63.73980712
0.2,0.7,1.3,61.05,-23.27122165,-0.940033923,158.8365426,-64.44037527
0.2,0.7,1.3,61.1,-23.08467461,-0.940064306,158.4419731,-65.14111167
0.2,0.7,1.3,61.15,-22.899698,-0.940180475,158.0355855,-65.84216476
0.2,0.7,1.3,61.2,-22.71646829,-0.940388889,157.619151,-66.54368991
0.2,0.7,1.3,61.25,-22.53516219,-0.940698033,157.1945319,-67.24584705
0.2,0.7,1.3,61.3,-22.35595464,-0.941118644,156.7636756,-67.94879802
0.2,0.7,1.3,61.35,-22.17901676,-0.941663919,156.3286072,-68.65270392
0.2,0.7,1.3,61.4,-22.00451383,-0.94234971,155.8914212,-69.35772228
0.2,0.7,1.3,61.45,-21.83260334,-0.943194697,155.4542713,-70.06400415
0.2,0.7,1.3,61.5,-21.66343314,-0.944220532,155.0193599,-70.77169105
0.2,0.7,1.3,61.55,-21.4971397,-0.945451968,154.5889259,-71.48091193
0.2,0.7,1.3,61.6,-21.33384657,-0.946916959,154.1652323,-72.19178
0.2,0.7,1.3,61.65,-21.17366299,-0.948646724,153.7505522,-72.90438958
0.2,0.7,1.3,61.7,-21.01668274,-0.950675791,153.3471555,-73.61881289
0.2,0.7,1.3,61.75,-20.86298325,-0.953042,152.9572945,-74.33509688
0.2,0.7,1.3,61.8,-20.71262492,-0.955786473,152.5831896,-75.05326007
0.2,0.7,1.3,61.85,-20.56565073,-0.958953551,152.2270155,-75.77328946
0.2,0.7,1.3,61.9,-20.4220861,-0.962590688,151.8908876,-76.49513751
0.2,0.7,1.3,61.95,-20.28193904,-0.966748308,151.5768494,-77.21871923
0.2,0.7,1.3,62,-20.14520051,-0.971479627,151.2868605,-77.94390945
0.2,0.7,1.3,62.05,-20.01184501,-0.976840421,151.0227857,-78.67054019
0.2,0.7,1.3,62.1,-19.8818314,-0.982888767,150.7863859,-79.3983983
0.2,0.7,1.3,62.15,-19.75510385,-0.989684739,150.5793096,-80.12722333
0.2,0.7,1.3,62.2,-19.63159303,-0.997290059,150.4030862,-80.85670564
0.2,0.7,1.3,62.25,-19.51121729,-1.00576772,150.259121,-81.58648487
0.2,0.7,1.3,62.3,-19.39388405,-1.015181565,150.1486918,-82.31614869
0.2,0.7,1.3,62.35,-19.27949114,-1.025595839,150.072946,-83.04523198
0.2,0.7,1.3,62.4,-19.16792821,-1.037074712,150.0329008,-83.77321637
0.2,0.7,1.3,62.45,-19.05907818,-1.049681773,150.029443,-84.49953026
0.2,0.7,1.3,62.5,-18.95281855,-1.063479513,150.0633313,-85.2235492
0.2,0.7,1.3,62.55,-18.84902276,-1.078528786,150.1351994,-85.94459687
0.2,0.7,1.3,62.6,-18.74756143,-1.094888272,150.2455594,-86.6619464
0.2,0.7,1.3,62.65,-18.64830355,-1.112613934,150.3948071,-87.37482229
0.2,0.7,1.3,62.7,-18.55111752,-1.131758487,150.5832274,-88.08240277
0.2,0.7,1.3,62.75,-18.45587216,-1.152370877,150.8109999,-88.78382261
0.2,0.7,1.3,62.8,-18.36243757,-1.17449579,151.078206,-89.47817645
0.2,0.7,1.3,62.85,-18.27068592,-1.198173186,151.3848348,-90.16452254
0.2,0.7,1.3,62.9,-18.18049206,-1.223437873,151.7307909,-90.84188687
0.2,0.7,1.3,62.95,-18.09173415,-1.250319126,152.1159006,-91.50926769
0.2,0.7,1.3,63,-18.00429406,-1.278840358,152.5399189,-92.16564036
0.2,0.7,1.35,57,-30.61485342,-0.930387057,-142.6274121,169.3151457
0.2,0.7,1.35,57.05,-30.45851659,-0.862900999,-144.1015547,168.7192306
0.2,0.7,1.35,57.1,-30.28792298,-0.802247308,-145.49435,168.0982515
0.2,0.7,1.35,57.15,-30.10495308,-0.748359792,-146.8013488,167.4553987
0.2,0.7,1.35,57.2,-29.91145376,-0.701124906,-148.019935,166.7938026
0.2,0.7,1.35,57.25,-29.70919778,-0.660383938,-149.1491238,166.116497
0.2,0.7,1.35,57.3,-29.49985389,-0.625936002,-150.1893337,165.4263851
0.2,0.7,1.35,57.35,-29.28496678,-0.59754174,-151.142151,164.72621
0.2,0.7,1.35,57.4,-29.06594572,-0.574927591,-152.0101022,164.018529
0.2,0.7,1.35,57.45,-28.84406016,-0.557790485,-152.7964437,163.3056938
0.2,0.7,1.35,57.5,-28.6204409,-0.545802805,-153.5049743,162.5898349
0.2,0.7,1.35,57.55,-28.3960852,-0.538617476,-154.1398735,161.8728519
0.2,0.7,1.35,57.6,-28.17186459,-0.535873041,-154.7055669,161.1564087
0.2,0.7,1.35,57.65,-27.94853443,-0.537198592,-155.2066149,160.4419331
0.2,0.7,1.35,57.7,-27.72674417,-0.542218463,-155.6476256,159.7306214
0.2,0.7,1.35,57.75,-27.50704795,-0.55055659,-156.0331866,159.0234458
0.2,0.7,1.35,57.8,-27.28991485,-0.561840481,-156.3678139,158.3211651
0.2,0.7,1.35,57.85,-27.07573873,-0.575704755,-156.655915,157.6243387
0.2,0.7,1.35,57.9,-26.86484726,-0.591794232,-156.9017635,156.933341
0.2,0.7,1.35,57.95,-26.65751023,-0.609766554,-157.1094834,156.2483786
0.2,0.7,1.35,58,-26.45394696,-0.629294364,-157.28304,155.569507
0.2,0.7,1.35,58.05,-26.25433289,-0.65006706,-157.4262369,154.8966484
0.2,0.7,1.35,58.1,-26.05880536,-0.671792136,-157.5427176,154.229609
0.2,0.7,1.35,58.15,-25.86746861,-0.694196171,-157.6359694,153.5680962
0.2,0.7,1.35,58.2,-25.68039811,-0.717025478,-157.7093307,152.9117347
0.2,0.7,1.35,58.25,-25.49764422,-0.740046472,-157.7659991,152.2600821
0.2,0.7,1.35,58.3,-25.31923524,-0.763045775,-157.8090407,151.6126433
0.2,0.7,1.35,58.35,-25.14517991,-0.785830121,-157.8414004,150.968884
0.2,0.7,1.35,58.4,-24.97546954,-0.808226059,-157.8659114,150.3282427
0.2,0.7,1.35,58.45,-24.81007952,-0.830079526,-157.8853059,149.6901417
0.2,0.7,1.35,58.5,-24.64897056,-0.851255278,-157.9022244,149.0539974
0.2,0.7,1.35,58.55,-24.49208948,-0.871636241,-157.919225,148.4192286
0.2,0.7,1.35,58.6,-24.33936974,-0.891122766,-157.9387917,147.7852645
0.2,0.7,1.35,58.65,-24.19073156,-0.909631835,-157.9633421,147.1515513
0.2,0.7,1.35,58.7,-24.04608178,-0.927096224,-157.9952333,146.5175577
0.2,0.7,1.35,58.75,-23.9053135,-0.943463622,-158.0367676,145.8827805
0.2,0.7,1.35,58.8,-23.76830541,-0.958695739,-158.0901952,145.2467477
0.2,0.7,1.35,58.85,-23.63492086,-0.972767393,-158.1577166,144.6090225
0.2,0.7,1.35,58.9,-23.50500683,-0.985665589,-158.2414813,143.9692056
0.2,0.7,1.35,58.95,-23.37839264,-0.997388601,-158.3435856,143.3269372
0.2,0.7,1.35,59,-23.25488861,-1.007945052,-158.4660666,142.6818986
0.2,0.7,1.35,59.05,-23.13428459,-1.017352994,-158.6108931,142.033813
0.2,0.7,1.35,59.1,-23.01634854,-1.025639007,-158.7799536,141.3824458
0.2,0.7,1.35,59.15,-22.90082524,-1.0328373,-158.97504,140.7276047
0.2,0.7,1.35,59.2,-22.78743522,-1.038988829,-159.1978267,140.0691392
0.2,0.7,1.35,59.25,-22.67587401,-1.044140432,-159.4498465,139.4069402
0.2,0.7,1.35,59.3,-22.56581208,-1.048343975,-159.7324608,138.7409384
0.2,0.7,1.35,59.35,-22.45689538,-1.051655526,-160.0468272,138.0711032
0.2,0.7,1.35,59.4,-22.34874701,-1.054134549,-160.3938622,137.3974407
0.2,0.7,1.35,59.45,-22.24096999,-1.05584312,-160.7742029,136.7199924
0.2,0.7,1.35,59.5,-22.13315149,-1.05684518,-161.1881668,136.0388322
0.2,0.7,1.35,59.55,-22.02486868,-1.05720581,-161.6357136,135.3540647
0.2,0.7,1.35,59.6,-21.91569621,-1.056990546,-162.1164107,134.6658221
0.2,0.7,1.35,59.65,-21.80521556,-1.056264731,-162.6294066,133.9742621
0.2,0.7,1.35,59.7,-21.69302579,-1.055092906,-163.1734146,133.2795642
0.2,0.7,1.35,59.75,-21.57875565,-1.05353825,-163.7467117,132.5819274
0.2,0.7,1.35,59.8,-21.46207644,-1.051662058,-164.3471547,131.8815667
0.2,0.7,1.35,59.85,-21.34271489,-1.049523279,-164.9722174,131.1787101
0.2,0.7,1.35,59.9,-21.22046517,-1.047178096,-165.6190491,130.4735955
0.2,0.7,1.35,59.95,-21.0951992,-1.044679566,-166.2845535,129.7664672
0.2,0.7,1.35,60,-20.96687413,-1.042077317,-166.9654868,129.0575727
0.2,0.7,1.35,60.05,-20.8355362,-1.039417292,-167.6585685,128.34716
0.2,0.7,1.35,60.1,-20.70132042,-1.036741566,-168.3605981,127.6354738
0.2,0.7,1.35,60.15,-20.56444569,-1.034088204,-169.0685715,126.9227532
0.2,0.7,1.35,60.2,-20.42520565,-1.031491185,-169.7797859,126.2092283
0.2,0.7,1.35,60.25,-20.28395559,-1.028980386,-170.4919279,125.4951178
0.2,0.7,1.35,60.3,-20.14109663,-1.026581607,-171.2031359,124.7806265
0.2,0.7,1.35,60.35,-19.99705811,-1.024316663,-171.9120348,124.0659426
0.2,0.7,1.35,60.4,-19.85227962,-1.022203518,-172.6177403,123.3512362
0.2,0.7,1.35,60.45,-19.70719386,-1.020256465,-173.3198349,122.636657
0.2,0.7,1.35,60.5,-19.56221149,-1.018486357,-174.0183189,121.9223328
